OFFENCE_CODE,OFFENCE_DESCRIPTION,anzsoc,anzsoc_group_code_name,IS_DRIVING_UNDER_INFLUENCE_FLG,violent,alcohol,drug
K500,Offences Against Hazardous Substances Rules,1625,1625: Dangerous substances offences,N,,,
L440,Purports To Be An Approved Driving Instructor,932,0932: Misrepresentation of professional status,N,,,
A525,Breath Alcohol Level Exceeded 250mcgs But Not More Than 400mcgs,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
A526,Aided Person With Breath Alcohol Level Over 250mcgs But Not Over 400mcgs,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
A661,Transport Driver Under-20's Blood Contained Alcohol - 30mgm Or Less,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
A663,Transport Driver Under 20 Breath Contained Alcohol - 150 mcg Or Less,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
Q177,Freedom camped in a no freedom camping zone - Queenstown,1691,1691: Environmental regulation offences,N,,,
Q178,Freedom camped in restricted area not in self-contained vehicle - Qtown,1691,1691: Environmental regulation offences,N,,,
Q179,Freedom camped more than 2 nights at same site or area - Queenstown,1691,1691: Environmental regulation offences,N,,,
Q180,Freedom camped in breach of consent conditions - Queenstown,1691,1691: Environmental regulation offences,N,,,
Q181,Freedom camper failed to leave site clean and tidy - Queenstown,1691,1691: Environmental regulation offences,N,,,
Q182,Freedom camper lit fire at camping site - Queenstown,1691,1691: Environmental regulation offences,N,,,
Q186,Freedom Camper Used Public Facilities For Ablutions - Gisborne,1691,1691: Environmental regulation offences,N,,,
Q190,Freedom Camper Caused a Nuisance or Disturbance - Gisborne,1691,1691: Environmental regulation offences,N,,,
Q195,Freesom Camper Lit Fire At Campsite - Gisborne,1691,1691: Environmental regulation offences,N,,,
R503,Leaving Dangerous Litter,1691,1691: Environmental regulation offences,N,,,
R517,Corporate Body Depositing Dangerous Litter In A Public Place,1691,1691: Environmental regulation offences,N,,,
R519,Corporate Body Leaving Dangerous Litter In A Public Place,1691,1691: Environmental regulation offences,N,,,
L231,Drove Contrary Limited Licence 3Rd Or Subsequent,1419,"1419: Driver licence offences, nec",N,,,
8164,Drives In Breach Of Limited Licence,1419,"1419: Driver licence offences, nec",N,,,
L112,Obtaining A Drivers Licence Whilst Disqualified,1419,"1419: Driver licence offences, nec",N,,,
L207,Aided Person To Drive While Licence Suspended Or Revoked,1419,"1419: Driver licence offences, nec",N,,,
W401,Sells Petrol In Container More Than 9.1 Litres,1625,1625: Dangerous substances offences,N,,,
W402,Buys Petrol In Container More Than 9.1 Litres,1625,1625: Dangerous substances offences,N,,,
L502,Learner Driver With Breath Alcohol Level Exceeding 150,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
Q280,Freedom camper failed to leave site clean & tidy - Whangarei,1691,1691: Environmental regulation offences,N,,,
Q281,Freedom camper interfered with other's activities - Whangarei,1691,1691: Environmental regulation offences,N,,,
Q282,Freedom camper restricted other's access to public areas - Whangarei,1691,1691: Environmental regulation offences,N,,,
Q318,Freedom camper lit a fire - Kawerau,1691,1691: Environmental regulation offences,N,,,
Q340,Freedom camper in permitted area lit a fire - WBOPD,1691,1691: Environmental regulation offences,N,,,
Q342,Freedom camper failed to leave site clean & tidy - WBOPD,1691,1691: Environmental regulation offences,N,,,
Q347,Freedom camper in tent at TECT Park lit fire - WBOPD,1691,1691: Environmental regulation offences,N,,,
Q349,Freedom camper at TECT Park failed to leave site clean & tidy - WBOPD,1691,1691: Environmental regulation offences,N,,,
Q369,Freedom camper used public facilities to wash items or bathe - Kaikoura,1691,1691: Environmental regulation offences,N,,,
3792,Other Breaches Guardianship Act,1549,"1549: Offences against government operations, nec",N,,,
B118,Drove Vehicle Issued With Non-Operation Order,1439,"1439: Regulatory driving offences, nec",N,,,
U206,Incomplete Waybill (Operator Offence),1624,1624: Transport regulation offences,N,,,
3439,Other Betting Offences,1321,1321: Betting and gambling offences,N,,,
6716,Unlawfully Hunting In State Forest,1691,1691: Environmental regulation offences,N,,,
3456,Certain Other Acts In Relation To Illegal Lotteries,1321,1321: Betting and gambling offences,N,,,
V605,Interfered With A Veh Chass Or Eng No.,1422,1422: Roadworthiness offences,N,,,
M202,Driver Failed To Deliver Copy Of Logbook To Employer,1439,"1439: Regulatory driving offences, nec",N,,,
S802,Exceeded Speed Limit On Bridge,1432,1432: Exceed the legal speed limit,N,,,
D400,Driving Without Reasonable Consideration,412,0412: Dangerous or negligent operation (driving) of a vehicle,N,,,
M204,False Statement In A Logbook,1439,"1439: Regulatory driving offences, nec",N,,,
V606,Affixed Wrong Chass Or Eng No. To Veh,1422,1422: Roadworthiness offences,N,,,
L206,Aiding A Person To Drive Contrary To Limited Licence,1419,"1419: Driver licence offences, nec",N,,,
T904,Lending Vehicle Authority,1624,1624: Transport regulation offences,N,,,
L204,Driving Contrary To Terms Of Limited Licence,1419,"1419: Driver licence offences, nec",N,,,
L143,Drive While License Suspended Or Revoked,1419,"1419: Driver licence offences, nec",N,,,
6224,Littering - Wildlife Act,1229,"1229: Environmental pollution, nec",N,,,
9008,Discharge Dangerous/Noxious Substance On Local Authority/Conservation Land,1229,"1229: Environmental pollution, nec",N,,,
Q292,Freedom camper unlawfully discharged substance - Whangarei,1229,"1229: Environmental pollution, nec",N,,,
Q412,Freedom camper unlawfully discharged substance - Whanganui,1229,"1229: Environmental pollution, nec",N,,,
9369,Breach Reserves Act,1631,1631: Commercial/industry/financial regulation,N,,,
L503,Learner Driver With Blood Alcohol Level Exceeding 30,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
L521,Restricted Driver With Breath Alcohol Level Exceeding 150,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
C116,Operated A Vehicle Not Up To Warrant Of Fitness Standard,1422,1422: Roadworthiness offences,N,,,
6249,Other Littering Under Litter Act,1229,"1229: Environmental pollution, nec",N,,,
K107,Driving In A Transport Service While Disqualified,1624,1624: Transport regulation offences,N,,,
L205,Aiding A Person To Drive While Disqualified,1419,"1419: Driver licence offences, nec",N,,,
L119,Disqualified Driver Applying For Drivers Lic,1419,"1419: Driver licence offences, nec",N,,,
B189,Aided Or Abetted Person To Drive When Prohibited,1419,"1419: Driver licence offences, nec",N,,,
B186,Aided/Abetted Person To Drive When Forbidden Driving Hours,1419,"1419: Driver licence offences, nec",N,,,
B220,Aided or abetted incapable driver to breach prohibition from driving,1419,"1419: Driver licence offences, nec",N,,,
K142,Drove vehicle used in an unlicensed transport service,1419,"1419: Driver licence offences, nec",N,,,
L146,Gave False Information In Application For Driver Licence,1419,"1419: Driver licence offences, nec",N,,,
B185,Incapable Driver Failed To Comply With Prohibition,1419,"1419: Driver licence offences, nec",N,,,
L145,Inteferred With Driver Licence Document,1419,"1419: Driver licence offences, nec",N,,,
L129,Aided/Abetted An Unlicensed Driver To Drive,1419,"1419: Driver licence offences, nec",N,,,
L128,Aiding/Abetting An Under Age Driver,1419,"1419: Driver licence offences, nec",N,,,
L108,Parting With A Driver's Licence So Someone Else May Use It,1419,"1419: Driver licence offences, nec",N,,,
L114,Failing To Produce Driver's Licence,1419,"1419: Driver licence offences, nec",N,,,
L122,Drove Contrary To Conditions Of Driver License,1419,"1419: Driver licence offences, nec",N,,,
L443,Fails To Surrender Revoked Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L140,Fails To Establish Identity Re Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L127,Holder Of Drivers Licence Applies For Another Licence,1419,"1419: Driver licence offences, nec",N,,,
L303,False Application For Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L147,Failed To Surrender Driver Licence,1419,"1419: Driver licence offences, nec",N,,,
L142,Wrong Class Of Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L139,Fails To Disclose Date And Place Of Birth,1419,"1419: Driver licence offences, nec",N,,,
L511,Learner Carried Pillion On A Motorcycle Or Moped,1439,"1439: Regulatory driving offences, nec",N,,,
9721,Failing To Deliver Gst Return,1549,"1549: Offences against government operations, nec",N,,,
9115,Sell Food With Misleading Branding,931,0931: Fraudulent trade practices,N,,,
K108,Applied For Transport Driver Licence When Disqualified,1419,"1419: Driver licence offences, nec",N,,,
L514,Learner Licencee Failed To Display 'L' Plate,1439,"1439: Regulatory driving offences, nec",N,,,
8223,Excessive Speed,1432,1432: Exceed the legal speed limit,N,,,
E501,Exceeded 50 Km/H In A Limited Speed Zone When Unsafe,1432,1432: Exceed the legal speed limit,N,,,
L123,Giving False Information About Special Conditions Of Licence,1419,"1419: Driver licence offences, nec",N,,,
L131,Supplies Wrong Details To Obtain Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
7641,Obstructs/Fails To Comply Dog Control Officer,1541,"1541: Resist or hinder government official (excluding police officer, justice official or government security officer)",N,,,
L132,Obliterating Details In A Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L133,Altering Or Erasing Impressions In A Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
K217,Small P.S.V. Driver's Behaviour Unacceptable,1624,1624: Transport regulation offences,N,,,
9101,Failing To Keep Books And Documents,1631,1631: Commercial/industry/financial regulation,N,,,
M126,Driver Works More Than 70 Hours Without 24 Hours Off,1439,"1439: Regulatory driving offences, nec",N,,,
L135,Duplicate Licence Holder Fails To Hand In Previous Licence,1419,"1419: Driver licence offences, nec",N,,,
V703,Operated a Modified Vehicle Not Certified,1422,1422: Roadworthiness offences,N,,,
2797,Possess Objectionable Publication (Child Exploitation Material),322,0322: Child pornography offences,N,,,
K404,Rental Service Licensee Offered Unauthorised Agreement,1624,1624: Transport regulation offences,N,,,
L522,Restricted Driver With Blood Alcohol Level Exceeding 30,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
L405,Failing To Notify Change Of Annual Licence Use,1421,1421: Registration offences,N,,,
N302,Insufficiently Covered Load,1422,1422: Roadworthiness offences,N,,,
L136,Fails To Advise Existence Of Previous Licence,1419,"1419: Driver licence offences, nec",N,,,
K110,Drove Small Passenger Service Vehicle With No Identification,1624,1624: Transport regulation offences,N,,,
L137,Person Under 15 Applying For Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L138,Person Under 15 Obtaining Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L300,Driver I.D. Card Offences,1419,"1419: Driver licence offences, nec",N,,,
7313,Awol From Ship,1543,1543: Immigration offences,N,,,
A313,Fails Remain For Blood Sample,1562,1562: Resist or hinder police officer or justice official,N,,,
K271,Small Psgr Srvc Vehicle Driver Failed To Cease Plying F/Hire,1624,1624: Transport regulation offences,N,,,
K520,Drove Prohib Vehicle Lyttelton Tunnel,1439,"1439: Regulatory driving offences, nec",N,,,
L424,Employing Unlicensed Driving Instructor,1439,"1439: Regulatory driving offences, nec",N,,,
M316,Operating Solid Tyred Vehicle Without Permit,1439,"1439: Regulatory driving offences, nec",N,,,
M327,Operated Heavy Motor Vehicle Which Exceeded Axle Limit On 'Closed' Road,1439,"1439: Regulatory driving offences, nec",N,,,
M336,Failed To Display School Bus Sign When Required,1439,"1439: Regulatory driving offences, nec",N,,,
M337,Failed To Remove School Bus Sign When Not Transporting School Children,1439,"1439: Regulatory driving offences, nec",N,,,
M338,Displayed Flashing Lights On 'School Bus' Over 20 Sec Before Bus Stopped,1439,"1439: Regulatory driving offences, nec",N,,,
M339,Displayed Flashing Lights On 'School Bus' Over 20 Sec After Bus Moved Away,1439,"1439: Regulatory driving offences, nec",N,,,
N317,Fails To Carry Overweight Permit,1439,"1439: Regulatory driving offences, nec",N,,,
R541,Vehicle Under 3500 Kgs Prohibit Manukau,1439,"1439: Regulatory driving offences, nec",N,,,
R544,Drove Hvy Mtr Prohibited Area Masterton,1439,"1439: Regulatory driving offences, nec",N,,,
R546,Fail To Carry Fit Snow Chains On Milford,1439,"1439: Regulatory driving offences, nec",N,,,
R548,Use M/V Under 3500Kg In Prohib Area Akld,1439,"1439: Regulatory driving offences, nec",N,,,
R549,Used A Motor Vehicle In A Prohibited Area Of Whitireia Park,1439,"1439: Regulatory driving offences, nec",N,,,
R550,Used Mv Under 3500Kgs In Prohib Area Nsho,1439,"1439: Regulatory driving offences, nec",N,,,
R551,Used Mv Under 3500Kgs In Prohib Papakura,1439,"1439: Regulatory driving offences, nec",N,,,
R553,Used Eng Braking In Prohib Area Ruapehu,1439,"1439: Regulatory driving offences, nec",N,,,
R558,Used A Motor Vehicle Under 3500 Kgs In A Prohibited Area Christchurch,1439,"1439: Regulatory driving offences, nec",N,,,
R559,Wheel Spinning Motor Vehicle Under 3500 Kgs In Prohibited Area Christchur,1439,"1439: Regulatory driving offences, nec",N,,,
R560,Poured Liquid Onto A Road To Facilitate Wheel Spinning Christchurch,1439,"1439: Regulatory driving offences, nec",N,,,
R561,Used A Motor Vehicle Under 3500Kgs In A Prohibited Area Chch,1439,"1439: Regulatory driving offences, nec",N,,,
R562,Wheel Spinning Motor Vehicle Porirua,1439,"1439: Regulatory driving offences, nec",N,,,
R563,Poured Liquid Onto A Road To Facilitate Wheel Spinning Porirua,1439,"1439: Regulatory driving offences, nec",N,,,
R564,Drove Heavy Vehicle On A State Highway When Prohibited,1439,"1439: Regulatory driving offences, nec",N,,,
R565,Drove Motor Vehicle On A Prohibited Part Of A Beach - Kapiti,1439,"1439: Regulatory driving offences, nec",N,,,
R566,Drove Prohibited Motor Vehicle Through Wgtn Tunnel,1439,"1439: Regulatory driving offences, nec",N,,,
R567,Cycle On Roadway Through Wgtn Tunnel,1439,"1439: Regulatory driving offences, nec",N,,,
R582,Operated Truck On Prohibited Section Of Auckland Harbour Bridge,1439,"1439: Regulatory driving offences, nec",N,,,
R606,Drove Heavy Vehicle On A Prohibited Road - Renwick,1439,"1439: Regulatory driving offences, nec",N,,,
R609,"Used a Skateboard, Scooter or Other Device in Prohibited Area - Tauranga",1439,"1439: Regulatory driving offences, nec",N,,,
R636,Drove Heavy Motor Vehicle In Prohibited Area Upper Hutt,1439,"1439: Regulatory driving offences, nec",N,,,
R641,Drove Hmv On A Prohibitied Rd In Manukau,1439,"1439: Regulatory driving offences, nec",N,,,
R652,Drove A Vehicle Along A Bus Lane Akld Motorway,1439,"1439: Regulatory driving offences, nec",N,,,
R657,Used Veh In Prohib Area During Dark Nn,1439,"1439: Regulatory driving offences, nec",N,,,
R663,Drove A Vehicle Along A Bus Lane Akld City,1439,"1439: Regulatory driving offences, nec",N,,,
R668,Drove A Heavy Motor Vehicle On A Prohibited Road In Whakatane District,1439,"1439: Regulatory driving offences, nec",N,,,
R680,Person in Waterview Tunnels Failed to Comply with Directions,1439,"1439: Regulatory driving offences, nec",N,,,
R681,Undertook an Unauthorised Activity in Waterview Tunnels,1439,"1439: Regulatory driving offences, nec",N,,,
R534,Hazardous Crossing Of Railway Line,1439,"1439: Regulatory driving offences, nec",N,,,
L515,Aided/Abetted Learner To Drive Unaccompanied,1439,"1439: Regulatory driving offences, nec",N,,,
M326,Operating A Heavy Vehicle On A Road Closed To Its Class,1439,"1439: Regulatory driving offences, nec",N,,,
B218,Driver failed to give name and address on demand,1562,1562: Resist or hinder police officer or justice official,N,,,
L304,Failed To Surrender Previous Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
9647,Neglecting To Supply Information-Comm,1549,"1549: Offences against government operations, nec",N,,,
L305,Failed To Advise Of Existance Of Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
3752,Fail To Deduct/Pay Under Attachment Order,1532,1532: Breach of non-violence order,N,,,
L307,Used A Driver Identification Card With Extraneous Matter,1419,"1419: Driver licence offences, nec",N,,,
7146,Fail To Aid Or Assist Police,1562,1562: Resist or hinder police officer or justice official,N,,,
9478,Wilful Obstruction Of Dog Control Officer Or Ranger,1541,"1541: Resist or hinder government official (excluding police officer, justice official or government security officer)",N,,,
6382,Fails Notify Change Ownership Of Dog,1549,"1549: Offences against government operations, nec",N,,,
3471,Fails To Leave Casino,1321,1321: Betting and gambling offences,N,,,
R510,Drives On Railway,1439,"1439: Regulatory driving offences, nec",N,,,
3438,Acting As/Or Employing Agent In Placing Bets With Tab,1321,1321: Betting and gambling offences,N,,,
6549,Other Breaches Post Office Act,1549,"1549: Offences against government operations, nec",N,,,
6381,Failing To Register Dog,1549,"1549: Offences against government operations, nec",N,,,
M134,Operator Permits Person To Work More Than 70 Hours In 7 Days,1439,"1439: Regulatory driving offences, nec",N,,,
7642,Fails To Comply With Court Order,1549,"1549: Offences against government operations, nec",N,,,
7623,Failing Notify Change Dog Ownership,1549,"1549: Offences against government operations, nec",N,,,
N315,Hmv Exceeded Weight Allowed By Permit,1439,"1439: Regulatory driving offences, nec",N,,,
K265,Small P.S.V. Driver Or Operator Overcharged Hirer,1624,1624: Transport regulation offences,N,,,
L529,Restricted Driver Carries Pillion Passenger On Motorcycle Or Moped,1439,"1439: Regulatory driving offences, nec",N,,,
B139,Altered Axle Weight,1439,"1439: Regulatory driving offences, nec",N,,,
L535,Aided/Abetted Restricted Driver To Drive With Unqualified  Overseer,1439,"1439: Regulatory driving offences, nec",N,,,
U101,Breach Of Rail (Whole Journey),1624,1624: Transport regulation offences,N,,,
R627,Cycling In The Chch Lyttleton Road Tunnel,1439,"1439: Regulatory driving offences, nec",N,,,
3316,Licensee Allow Gaming/Betting Etc,1321,1321: Betting and gambling offences,N,,,
L504,Learner Driver Unaccompanied,1439,"1439: Regulatory driving offences, nec",N,,,
6241,Deposits/Leave Litter Public Place,1229,"1229: Environmental pollution, nec",N,,,
L509,Learner's Motorcycle Greater Than 250Cc Displacement,1439,"1439: Regulatory driving offences, nec",N,,,
L445,Fails To Surrender Registration Plate(S),1421,1421: Registration offences,N,,,
9356,Breach Rotorua Trout Fishing Regs,1691,1691: Environmental regulation offences,N,,,
3452,Breach Re Totalisator,1321,1321: Betting and gambling offences,N,,,
L526,Restricted Driver's Overseer Not Seated Next To Driver,1439,"1439: Regulatory driving offences, nec",N,,,
6411,Use Firearm Cause Death/Bodily Injury,1122,1122: Misuse of regulated weapons/explosives,N,,,
L308,Added To Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L309,Retained Driver Identification Card With Extraneous Matter,1419,"1419: Driver licence offences, nec",N,,,
K505,Drove Without Hazardous Substance Endorsement In Licence,1439,"1439: Regulatory driving offences, nec",N,,,
6813,Dealer/Emp/Agent Sells Firearm/Restricted Weapon No Licence,1123,1123: Deal or traffic regulated weapons/explosives offences,N,,,
L310,Used A Driver Identification Card With Details Erased,1419,"1419: Driver licence offences, nec",N,,,
N316,Exceeded The Weight Limit On A Bridge,1439,"1439: Regulatory driving offences, nec",N,,,
L311,Altered Or Erased Details On Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L312,Used An Altered Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L313,Retained An Altered Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L314,Obliterated Details On Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L315,Altered Impressions On Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L316,Parted With Driver Identification Card For Other Persons Use,1419,"1419: Driver licence offences, nec",N,,,
L441,Fails To Produce Driving Instructor Certificate,1419,"1419: Driver licence offences, nec",N,,,
L442,Fails To Surrender Revoked Driving Instructor Certificate,1419,"1419: Driver licence offences, nec",N,,,
L536,Drove In Breach Of Automatic Transmission Condition On Restricted Licence,1419,"1419: Driver licence offences, nec",N,,,
L130,Retains Drivers Licence With Details Altered Or Erased,1419,"1419: Driver licence offences, nec",N,,,
L120,Failing To Produce Licence After Disqualification Order,1419,"1419: Driver licence offences, nec",N,,,
L134,Retains Drivers Licence Which Had Extraneous Matter Added,1419,"1419: Driver licence offences, nec",N,,,
L115,Produced Drivers Licence Defaced Mutilated,1419,"1419: Driver licence offences, nec",N,,,
L125,Used Altered Drivers Licence,1419,"1419: Driver licence offences, nec",N,,,
L100,Driver Licence Offences,1419,"1419: Driver licence offences, nec",N,,,
L306,Failed To Surrender Driver Identification Card,1419,"1419: Driver licence offences, nec",N,,,
L103,Having Two Current Driver's Licences,1419,"1419: Driver licence offences, nec",N,,,
L105,Using Drivers Licence With (Words) (Figures) Erased,1419,"1419: Driver licence offences, nec",N,,,
B180,Aiding Or Abetting A Person To Drive When Forbidden,1419,"1419: Driver licence offences, nec",N,,,
8157,Fail To Produce Driver'S Licence,1419,"1419: Driver licence offences, nec",N,,,
7772,Fail To Produce Records - Statistics,1541,"1541: Resist or hinder government official (excluding police officer, justice official or government security officer)",N,,,
L126,Failed to Return Driver Licence to Director,1419,"1419: Driver licence offences, nec",N,,,
L102,Aiding Driver Under 18Yrs To Drive Heavy Motor Vehicle,1419,"1419: Driver licence offences, nec",N,,,
L144,Drove Motor Vehicle While Not Holder Of Current Licence,1419,"1419: Driver licence offences, nec",N,,,
L427,Displayed Other Than Appropriate Licence Label,1421,1421: Registration offences,N,,,
M114,Licensee Of Goods Service Permits Breach Of Driving Hours,1439,"1439: Regulatory driving offences, nec",N,,,
6400,Firearm Offences,1100,1100: Prohibited and regulated weapons and explosives offences not further defined,N,,,
6972,Dealer/Employee/Agent Sells Prohibited Item no Licence,1112,"1112: Sell, possess and/or use prohibited weapons/explosives",N,,,
6973,Refuses Inspection/No Records - Prohibited Items - Arms Act 1983,1119,"1119: Prohibited weapons/explosives offences, nec",N,,,
6975,Exports Prohibited Firearm/Prohibited Magazine without Notice,1111,1111: Import or export prohibited weapons/explosives,N,,,
6985,Breach Firearms Prohibition Order - Accessed/Possessed Prohibited Firearm,1112,"1112: Sell, possess and/or use prohibited weapons/explosives",N,,,
6988,Supply Prohibited Firearm to Person Subject to Firearms Prohibition Order,1112,"1112: Sell, possess and/or use prohibited weapons/explosives",N,,,
3829,Other Oranga Tamariki Act Breaches,1549,"1549: Offences against government operations, nec",N,,,
M213,Failed To Produce Logbook For 10 Days Prior,1439,"1439: Regulatory driving offences, nec",N,,,
M128,Driver Has Less Than 9 Hours Off Duty,1439,"1439: Regulatory driving offences, nec",N,,,
L149,Drove With An Expired Driver Licence,1419,"1419: Driver licence offences, nec",N,,,
B216,Failed/Refused To Facilitate Audit/Inspect,1439,"1439: Regulatory driving offences, nec",N,,,
9715,Other Offence Sales Tax Act,1631,1631: Commercial/industry/financial regulation,N,,,
K212,Small P.S.V. Not Displaying Operator Information,1624,1624: Transport regulation offences,N,,,
M618,Driving M/V On Auckland City Council Reserve,1439,"1439: Regulatory driving offences, nec",N,,,
3474,Minor Makes False Rep Re Age To Enter Gaming Area,1321,1321: Betting and gambling offences,N,,,
M601,Riding Or Driving A Vehicle On The Banks Of The River Avon,1439,"1439: Regulatory driving offences, nec",N,,,
M613,Failing To Pay Taxi Toll At Christchurch Airport,1439,"1439: Regulatory driving offences, nec",N,,,
N454,Riding Across A Footbridge In Nelson,1439,"1439: Regulatory driving offences, nec",N,,,
R532,Drove A Stock Truck On A Prohibited Road In Otorohanga,1439,"1439: Regulatory driving offences, nec",N,,,
R533,Drove A Stock Truck On A Prohibited Road In Te Kuiti,1439,"1439: Regulatory driving offences, nec",N,,,
R569,Drove Heavy Motor Vehicle On Prohibited Road - Tauranga,1439,"1439: Regulatory driving offences, nec",N,,,
R633,Drove On A Grass Verge Or Flowerbed In Nelson,1439,"1439: Regulatory driving offences, nec",N,,,
R626,Operating Overlength Vehicle Arthurs Pass,1439,"1439: Regulatory driving offences, nec",N,,,
L104,Using A Driver's Licence Which Had Extraneous Matter Added,1419,"1419: Driver licence offences, nec",N,,,
K209,Small P.S.V.Not Displaying Information On Outside Of Vehicle,1624,1624: Transport regulation offences,N,,,
K407,Rental Service Licensee Failed To Complete Hire Form,1624,1624: Transport regulation offences,N,,,
K309,Vehicle Recovery Vehicle Used Without Tow Authority,1624,1624: Transport regulation offences,N,,,
K270,Operated Outside Small P.S. Rule Exemption Conditions,1624,1624: Transport regulation offences,N,,,
A746,Transport service driver's breath alcohol level over 250 mcgs but not more than 400 mcgs,1431,1431: Exceed the prescribed content of alcohol or other substance limit,Y,,1,
5131,Deface Railway Property(Govt Rlwy Act),1212,1212: Graffiti,N,,,
5132,Defacing Railway Notice(Govt Rlwy Act),1212,1212: Graffiti,N,,,
6572,Gives/Attempt/Causes False Alarm,1219,"1219: Property damage, nec",N,,,
6616,Breach River Boards Act,1222,1222: Water pollution offences,N,,,
M105,Breach Driving Hours 24 Hours Break,1439,"1439: Regulatory driving offences, nec",N,,,
M106,Breach Of Driving Hours,1439,"1439: Regulatory driving offences, nec",N,,,
M127,Driver Drives More Than 66 Hours Without 24 Hours Off,1439,"1439: Regulatory driving offences, nec",N,,,
M121,Driver Exceeds 11 Hours Driving In 24 Hours,1439,"1439: Regulatory driving offences, nec",N,,,
K118,Transport Service Licensee Fails To Notify Change Of Address,1624,1624: Transport regulation offences,N,,,
K119,Transport Licensee Fails To Notify Change Of Personnel,1624,1624: Transport regulation offences,N,,,
K120,Transport Licensee Fails Notify Change Of Personnel Address,1624,1624: Transport regulation offences,N,,,
K121,Body Corporate Failed To Notify Change Of Personnel Details,1624,1624: Transport regulation offences,N,,,
K129,Failed To Maintain Complaints Register For 2 Years,1624,1624: Transport regulation offences,N,,,
K184,Drove A Transport Service Vehicle When Prohibited,1624,1624: Transport regulation offences,N,,,
K185,Carried On Duties Of Driving Instructor Or Testing Officer When Prohibit,1624,1624: Transport regulation offences,N,,,
K190,Acted In Contravention Of Direction Relating To Passenger Service Vehicle,1624,1624: Transport regulation offences,N,,,
K202,Small P.S.V. Not Fitted With Roof Sign,1624,1624: Transport regulation offences,N,,,
K203,Small P.S.V. Not Fitted With 'For Hire' Sign,1624,1624: Transport regulation offences,N,,,
K204,Small P.S.V. Signs Not Illuminated At Night,1624,1624: Transport regulation offences,N,,,
K205,Small P.S.V. Displayed Advertising On Windows,1624,1624: Transport regulation offences,N,,,
K206,Small P.S.V. Displayed Adverts Obscuring Signs Or Notices,1624,1624: Transport regulation offences,N,,,
K207,Small P.S.V. Failed Display Fares & Charges Inside Vehicle,1624,1624: Transport regulation offences,N,,,
K208,Driving Small P.S.V. Not Displaying Information In Vehicle,1624,1624: Transport regulation offences,N,,,
K211,Small P.S.V. Displaying Unregistered Fares,1624,1624: Transport regulation offences,N,,,
K214,No Complaints Register Held Non Taxi Organisation,1624,1624: Transport regulation offences,N,,,
K215,Complaints Register Not Available For Inspection,1624,1624: Transport regulation offences,N,,,
K218,Small P.S.V. Driver Failed To Answer Questions,1624,1624: Transport regulation offences,N,,,
K219,Small P.S.V. Driver Failed To Carry Hirer's Luggage,1624,1624: Transport regulation offences,N,,,
K220,Small P.S.V. Driver Failed To Check For Lost Property,1624,1624: Transport regulation offences,N,,,
K221,Small P.S.V. Driver Failed To Take Care Of Found Property,1624,1624: Transport regulation offences,N,,,
K222,Small P.S.V. Driver Overcharged Hirer,1624,1624: Transport regulation offences,N,,,
K224,Small P.S.V. Driver Used Stand That Was Full,1624,1624: Transport regulation offences,N,,,
K225,Small P.S.V. Driver Carried Unauthorised Person,1624,1624: Transport regulation offences,N,,,
K226,Small P.S.V. Driver Carried Offensive Substance In Vehicle,1624,1624: Transport regulation offences,N,,,
K228,Small P.S.V. Driver Used Vehicle With A Tampered Meter,1624,1624: Transport regulation offences,N,,,
K230,Small P.S.V. Carried Passengers Not On Seats,1624,1624: Transport regulation offences,N,,,
K232,Small P.S.V. Driver Failed To Accept Hire While Cruising,1624,1624: Transport regulation offences,N,,,
K233,Small P.S.V. Driver Accepted Hire Within 20M Of Stand,1624,1624: Transport regulation offences,N,,,
K234,Small P.S.V. Driver Created Traffic Hazard,1624,1624: Transport regulation offences,N,,,
K235,Small P.S.V. With No Signs Used Stand,1624,1624: Transport regulation offences,N,,,
