OFFENCE_CODE,OFFENCE_DESCRIPTION,anzsoc,anzsoc_group_code_name,IS_DRIVING_UNDER_INFLUENCE_FLG,violent,alcohol,drug
1111,Murders (Firearm),111,0111: Murder,N,1,,
1110,Murder,111,0111: Murder,N,1,,
1116,Murders (Stabbing/Cutting Weapon),111,0111: Murder,N,1,,
1112,Murders (Other Weapon),111,0111: Murder,N,1,,
1113,Murders (Manually),111,0111: Murder,N,1,,
5923,Produce/Manufacture/ Fantasy Type Substances,1031,1031: Manufacture illicit drugs,N,,,1
1121,Attempts To Murder (Firearm),121,0121: Attempted murder,N,1,,
2651,Males Rapes Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2625,Abduction For Sex Girl 12-16,511,0511: Abduction and kidnapping,N,,,
2326,Buggery,311,0311: Aggravated sexual assault,N,1,,
1120,Attempted Murder,121,0121: Attempted murder,N,1,,
2652,Males Rapes Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2653,Males Rapes Female Over 16,311,0311: Aggravated sexual assault,N,1,,
1122,Attempts To Murder (Other Weapon),121,0121: Attempted murder,N,1,,
2654,Husband Rapes Wife,311,0311: Aggravated sexual assault,N,1,,
1449,Other Disabling/Stupefying,299,"0299: Other acts intended to cause injury, nec",N,1,,
7342,Trafficking In People By Means Of Coercion Or Deception,1543,1543: Immigration offences,N,,,
1119,Other Murder,111,0111: Murder,N,1,,
2697,Attempted Unlawful Sexual Connection Male 12-16,311,0311: Aggravated sexual assault,N,1,,
1439,Other Aggravated Wounding/Injury,210,0210: Assault not further defined,N,1,,
2695,Unlawful Sexual Connection Male Over 16,311,0311: Aggravated sexual assault,N,1,,
5231,Hijacking Aircraft,499,"0499: Other dangerous or negligent acts endangering persons, nec",N,,,
2694,Unlawful Sexual Connection Male 12-16,311,0311: Aggravated sexual assault,N,1,,
1124,Attempts To Murder (Stabbing/Cutting Weapon),121,0121: Attempted murder,N,1,,
2626,Abduction For Sex Female Over 16,511,0511: Abduction and kidnapping,N,,,
2665,Attempted Unlawful Sexual Connection Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2132,Abducts For Sex (Female),511,0511: Abduction and kidnapping,N,,,
2663,Attempt To Rape Female Over 16,311,0311: Aggravated sexual assault,N,1,,
7341,Smuggling Of Migrants,1543,1543: Immigration offences,N,,,
2655,Unlawful Sexual Connection Female Under 12,311,0311: Aggravated sexual assault,N,1,,
5911,Import/Export Methamphetamine And Amphetamine,1010,1010: Import or export illicit drugs not further defined,N,,,1
2658,Unlawful Sexual Connection With Spouse,311,0311: Aggravated sexual assault,N,1,,
2151,Male Rapes Female (With Weapon),311,0311: Aggravated sexual assault,N,1,,
2619,Other Abduction For Sex,511,0511: Abduction and kidnapping,N,,,
2656,Unlawful Sexual Connection Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2624,Abduction For Sex Girl Under 12,511,0511: Abduction and kidnapping,N,,,
2659,Other Sexual Violation Offences,311,0311: Aggravated sexual assault,N,1,,
1411,Wounds Intent To Gbh (Firearm),210,0210: Assault not further defined,N,1,,
2693,Unlawful Sexual Connection Male Under 12,311,0311: Aggravated sexual assault,N,1,,
4522,Promote/Publish [Off] False Statement For Gain,931,0931: Fraudulent trade practices,N,,,
2657,Unlawful Sexual Connection Female Over 16,311,0311: Aggravated sexual assault,N,1,,
2612,Abducts For Sex Girl 12-16,511,0511: Abduction and kidnapping,N,,,
2196,Anal Intercourse With Any Person Under 16,311,0311: Aggravated sexual assault,N,1,,
2669,Other Attempt To Commit Sexual Violation Offence,311,0311: Aggravated sexual assault,N,1,,
2115,Rapes Female Over 16(Other Weapon Involved),311,0311: Aggravated sexual assault,N,1,,
3111,Import/Export Cocaine,1010,1010: Import or export illicit drugs not further defined,N,,,1
2649,Other Inducing Sexual Connection Offences,311,0311: Aggravated sexual assault,N,1,,
2611,Abducts For Sex Girl Under 12,511,0511: Abduction and kidnapping,N,,,
1123,Attempts To Murder (Manually),121,0121: Attempted murder,N,1,,
3114,Import/Export Morphine,1010,1010: Import or export illicit drugs not further defined,N,,,1
2677,Assault Intent Commit Sexual Connection Female Over 16,311,0311: Aggravated sexual assault,N,1,,
2114,Rapes Female Over 16(Firearm Involved),311,0311: Aggravated sexual assault,N,1,,
2116,Rapes Female Ov 16(No Weapon Involved),311,0311: Aggravated sexual assault,N,1,,
2696,Attempted Unlawful Sexual Connection Male Under 12,311,0311: Aggravated sexual assault,N,1,,
1129,Other Attempted Murder,121,0121: Attempted murder,N,1,,
2322,Sodomy With Male Und 16(Off Over 21),311,0311: Aggravated sexual assault,N,1,,
2699,Other Sexual Offences Against Male Victim,311,0311: Aggravated sexual assault,N,1,,
3117,Import/Export Stimulants And Depressants,1010,1010: Import or export illicit drugs not further defined,N,,,1
3115,Import/Export Opium,1010,1010: Import or export illicit drugs not further defined,N,,,1
1431,Aggravated Wounding (Firearm),210,0210: Assault not further defined,N,1,,
5921,Produce/Manufacture/ Methamphetamine And Amphetamine,1031,1031: Manufacture illicit drugs,N,,,1
1481,Use Firearm Against Law Enforcement Officer,210,0210: Assault not further defined,N,1,,
2441,Does Indecent Act Male With Boy < 16,311,0311: Aggravated sexual assault,N,1,,
2873,Does Indecent Act With/Upon Boy 12-16,311,0311: Aggravated sexual assault,N,1,,
1133,Manslaughter (Weapon; Legal Duty),131,0131: Manslaughter,N,,,
3142,Possess For Supply Heroin,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
2333,Compelling Indecent Act With Animal,1325,1325: Offences against public order sexual standards,N,,,
2872,Induce/Permit Boy Under 12 To Do Indecent Act,311,0311: Aggravated sexual assault,N,1,,
2152,Male Rapes Female (No Weapon),311,0311: Aggravated sexual assault,N,1,,
1134,Manslaughter (Weapon; No Legal Duty),131,0131: Manslaughter,N,,,
2113,Rapes Female Under 16(No Weapon Involved),311,0311: Aggravated sexual assault,N,1,,
2723,Compelling Indecent Act With Animal,1325,1325: Offences against public order sexual standards,N,,,
1432,Aggravated Wounding (Other Weapon),210,0210: Assault not further defined,N,1,,
1451,Dangerous Act Intent To Gbh (Firearm),299,"0299: Other acts intended to cause injury, nec",N,1,,
2691,Anal Intercourse With Any Person Under 16,311,0311: Aggravated sexual assault,N,1,,
2662,Attempt To Rape Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2671,Assault With Intent To Commit Rape Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2794,Supplied Objectionable Publication Under 18 (Child Exploitation Material),322,0322: Child pornography offences,N,,,
2165,Assaults With Intent To Commit Sexual Violation (Weapon),311,0311: Aggravated sexual assault,N,1,,
3112,Import/Export Heroin,1010,1010: Import or export illicit drugs not further defined,N,,,1
2712,Parent Incest Child 12-16,311,0311: Aggravated sexual assault,N,1,,
3131,Sell/Give/Supply/Administer/Deal Cocaine,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
2123,Attempt Rape/Assault Intent Rape(No Weapon),311,0311: Aggravated sexual assault,N,1,,
1135,Manslaughter (Other Means; Legal Duty),131,0131: Manslaughter,N,,,
2673,Assault With Intent To Commit Rape Female Over 16,311,0311: Aggravated sexual assault,N,1,,
2711,Parent Incest Child Under 12,311,0311: Aggravated sexual assault,N,1,,
1474,Infects With Disease,299,"0299: Other acts intended to cause injury, nec",N,1,,
1212,Kidnaps (No Gain),511,0511: Abduction and kidnapping,N,,,
1132,Manslaughter (Firearm; No Legal Duty),131,0131: Manslaughter,N,,,
1137,Manslaughter (Stabbing/Cutting Weapon) Legal Duty),131,0131: Manslaughter,N,,,
2155,Unlawful Sexual Connection (With Weapon),311,0311: Aggravated sexual assault,N,1,,
2159,Other Sexual Violation Offences,311,0311: Aggravated sexual assault,N,1,,
1452,Dangerous Act Intent To Gbh (Explosive Etc),299,"0299: Other acts intended to cause injury, nec",N,1,,
1136,Manslaughter (Other Means; No Legal Duty),131,0131: Manslaughter,N,,,
2661,Attempt To Rape Female Under 12,311,0311: Aggravated sexual assault,N,1,,
1139,Other Manslaughter,131,0131: Manslaughter,N,,,
5916,Import/Export 5F-ADB/AMB-FUBINACA,1010,1010: Import or export illicit drugs not further defined,N,,,1
1413,Wounds Intent To Gbh (Manually),210,0210: Assault not further defined,N,1,,
1311,Aggravated Robbery (Cause Gbh) Firearm,611,0611: Aggravated robbery,N,1,,
2359,Other Sexual Violation,311,0311: Aggravated sexual assault,N,1,,
1131,Manslaughter (Firearm; Legal Duty),131,0131: Manslaughter,N,,,
5913,Import/Export Fantasy Type Substances,1010,1010: Import or export illicit drugs not further defined,N,,,1
2672,Assault With Intent To Commit Rape Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2142,Indecently Assaults Female 12-16,311,0311: Aggravated sexual assault,N,1,,
1417,Wound With Intent To Gbh (Stabbing/Cutting Weapon),210,0210: Assault not further defined,N,1,,
2698,Attempted Unlawful Sexual Connection Male Over 16,311,0311: Aggravated sexual assault,N,1,,
1472,Poisons With Intent To Cause Grievous Bodily Harm,299,"0299: Other acts intended to cause injury, nec",N,1,,
2154,Husband Rapes Wife (No Weapon),311,0311: Aggravated sexual assault,N,1,,
2311,Father Incest Daughter,311,0311: Aggravated sexual assault,N,1,,
3141,Possess For Supply Cocaine,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
2621,Abduction For Marriage Girl Under 12,511,0511: Abduction and kidnapping,N,,,
1412,Wounds Intent To Gbh (Other Weapon),210,0210: Assault not further defined,N,1,,
2628,Abduction For Sex - Male,511,0511: Abduction and kidnapping,N,,,
1138,Manslaughter (Stabbing/Cutting Weapon) No Legal Duty),131,0131: Manslaughter,N,,,
2951,Sexual Conduct With Child Outside N.Z.,311,0311: Aggravated sexual assault,N,1,,
1471,Throws Acid With Intent To Injure,299,"0299: Other acts intended to cause injury, nec",N,1,,
2622,Abduction For Marriage Girl 12-16,511,0511: Abduction and kidnapping,N,,,
2623,Abduction For Marriage Female Over 16,511,0511: Abduction and kidnapping,N,,,
1314,Aggravated Robbery (Firearm),611,0611: Aggravated robbery,N,1,,
2156,Unlawful Sexual Connection (No Weapon),311,0311: Aggravated sexual assault,N,1,,
2676,Assault Intent Commit Sex Connection Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2819,Other Unlawful Sexual Intercourse,311,0311: Aggravated sexual assault,N,1,,
2158,Unlawful Sexual Connection With Spouse (No Weapon),311,0311: Aggravated sexual assault,N,1,,
2111,Rapes Female Under 16(Firearm Involved),311,0311: Aggravated sexual assault,N,1,,
2157,Unlawful Sexual Connection With Spouse (Weapon),311,0311: Aggravated sexual assault,N,1,,
2171,Induces Sexual Connection (Weapon),311,0311: Aggravated sexual assault,N,1,,
2631,Indecently Assaults Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2153,Husband Rapes Wife (With Weapon),311,0311: Aggravated sexual assault,N,1,,
2627,Abduction For Marriage - Male,511,0511: Abduction and kidnapping,N,,,
2112,Rapes Female Under 16(Other Weapon Involved),311,0311: Aggravated sexual assault,N,1,,
1433,Aggravated Wounding (Manually),210,0210: Assault not further defined,N,1,,
1437,Aggravated Wounding (Stabbing/Cutting Weapon),210,0210: Assault not further defined,N,1,,
2172,Induces Sexual Connection (No Weapon),311,0311: Aggravated sexual assault,N,1,,
2453,Permits Indecent Act/Male With Female Under 12,311,0311: Aggravated sexual assault,N,1,,
1313,Aggravated Robbery (Cause Gbh) Manual,611,0611: Aggravated robbery,N,1,,
2639,Other Indecent Assault,311,0311: Aggravated sexual assault,N,1,,
2634,Indecent Assault On Boy Under 12,311,0311: Aggravated sexual assault,N,1,,
5922,Produce/Manufacture/ Ecstasy,1031,1031: Manufacture illicit drugs,N,,,1
2179,Other Inducing Sexual Connection Offences,311,0311: Aggravated sexual assault,N,1,,
5995,Attempt To Manufacture Ecstasy,1031,1031: Manufacture illicit drugs,N,,,1
2679,Other Assault With Intent To Commit Sexual Violation,311,0311: Aggravated sexual assault,N,1,,
3214,Import/Export Cannabis Oil,1010,1010: Import or export illicit drugs not further defined,N,,,1
2162,Attempts Sexual Violation (No Weapon),311,0311: Aggravated sexual assault,N,1,,
1435,Aggravated Injury (Other Weapon),210,0210: Assault not further defined,N,1,,
2644,Inducing Sexual Connection - Female Over 16,311,0311: Aggravated sexual assault,N,1,,
2321,Sodomy With Female,1325,1325: Offences against public order sexual standards,N,,,
4151,Breaking And Entering With Any Weapon,711,"0711: Unlawful entry with intent/burglary, break and enter",N,,,
2667,Attempted Unlawful Sexual Connection Female Over 16,311,0311: Aggravated sexual assault,N,1,,
2645,Induce Sexual Connection,311,0311: Aggravated sexual assault,N,1,,
2826,Attempt Sex Connection With Child Under 12,311,0311: Aggravated sexual assault,N,1,,
1453,Dangerous Act Intent To Gbh (Fire),299,"0299: Other acts intended to cause injury, nec",N,1,,
2851,Sex Exploitation Significant Impairment,311,0311: Aggravated sexual assault,N,1,,
2411,Sexual Intercourse Female Under 12,311,0311: Aggravated sexual assault,N,1,,
1152,Procures Abortion By Drug Or Instrument,1695,1695: Procure or commit illegal abortion,N,,,
2121,Attempt Rape/Assault Intent Rape(Firearm),311,0311: Aggravated sexual assault,N,1,,
5996,Attempt To Manufacture Fantasy Type Substances,1031,1031: Manufacture illicit drugs,N,,,1
1336,Assaults With Intent To Rob (Cause Gbh),611,0611: Aggravated robbery,N,1,,
2163,Attempts Sexual Violation Spouse (Weapon),311,0311: Aggravated sexual assault,N,1,,
2164,Attempts Sexual Violation Spouse (No Weapon),311,0311: Aggravated sexual assault,N,1,,
2327,Attempt to Commit Buggery,311,0311: Aggravated sexual assault,N,1,,
2328,Indecent Assault of a Male,311,0311: Aggravated sexual assault,N,1,,
2161,Attempts Sexual Violation (Weapon),311,0311: Aggravated sexual assault,N,1,,
2167,Assaults W Intent T Commit Sexual Violation Spouse (Weapon),311,0311: Aggravated sexual assault,N,1,,
2852,Attempt Sex Exploitation Significant Impairment,311,0311: Aggravated sexual assault,N,1,,
2629,Other Abduction For Marriage Or Sex,511,0511: Abduction and kidnapping,N,,,
2843,Induce Indecent Act Girl Under 12,311,0311: Aggravated sexual assault,N,1,,
2678,Assault Intent Commit Sex Connect-Spouse,311,0311: Aggravated sexual assault,N,1,,
1312,Aggravated Robbery (Cause Gbh) Other Weapon,611,0611: Aggravated robbery,N,1,,
2129,Other Attempt Rape/Asslt Intent Rape,311,0311: Aggravated sexual assault,N,1,,
3119,Import/Export Other Drugs (Not Cannabis),1010,1010: Import or export illicit drugs not further defined,N,,,1
2168,Assaults Intent Commit Sexual Violation Spouse (No Weapon),311,0311: Aggravated sexual assault,N,1,,
2668,Attempted Unlawful Sexual Connection Spouse,311,0311: Aggravated sexual assault,N,1,,
2664,Attempt To Rape Spouse,311,0311: Aggravated sexual assault,N,1,,
2871,Does Indecent Act With/Upon Boy Under 12,311,0311: Aggravated sexual assault,N,1,,
3127,Produce/Manufacture/Distribute Stimulants And Depressants,1031,1031: Manufacture illicit drugs,N,,,1
2141,Indecently Assaults Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2119,Other Rape,311,0311: Aggravated sexual assault,N,1,,
2869,Other Indecency (Male-Female),311,0311: Aggravated sexual assault,N,1,,
1317,Aggravated Robbery (Cause Gbh) Stabbing/Cutting Weapon,611,0611: Aggravated robbery,N,1,,
2643,Inducing Sexual Connection - Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2829,Other Unlawful Sexual Intercourse,311,0311: Aggravated sexual assault,N,1,,
2666,Attempted Unlawful Sexual Connection Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2193,Indecent Act With/Upon Male 12-16,311,0311: Aggravated sexual assault,N,1,,
2674,Assault With Intent To Commit Rape Spouse,311,0311: Aggravated sexual assault,N,1,,
2642,Inducing Sexual Connection - Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2646,Induce Indecent Act,311,0311: Aggravated sexual assault,N,1,,
2714,Brother Incest Sister Under 12,311,0311: Aggravated sexual assault,N,1,,
2675,Assault Intent Commit Sex Connection Female Under 12,311,0311: Aggravated sexual assault,N,1,,
1229,Other Abduction,511,0511: Abduction and kidnapping,N,,,
1211,Kidnaps (For Gain),511,0511: Abduction and kidnapping,N,,,
2811,Sexual Intercourse With Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2841,Does Indecent Act Upon Girl Under 12,311,0311: Aggravated sexual assault,N,1,,
2816,Sexual Connection With Child Under 12,311,0311: Aggravated sexual assault,N,1,,
2861,Does Indecent Act Male With Girl Under 12,311,0311: Aggravated sexual assault,N,1,,
1441,Disables/Stupefies (Firearm),299,"0299: Other acts intended to cause injury, nec",N,1,,
1219,Other Kidnapping,511,0511: Abduction and kidnapping,N,,,
2131,Abducts For Sex (Female Child),511,0511: Abduction and kidnapping,N,,,
2139,Other Abduction For Sex,511,0511: Abduction and kidnapping,N,,,
2614,Receives Young Person,511,0511: Abduction and kidnapping,N,,,
2324,Sodomy With Male Und 16(Off Under 21),311,0311: Aggravated sexual assault,N,1,,
2312,Brother Incest Sister,311,0311: Aggravated sexual assault,N,1,,
4382,Theft By Failing To Account,991,0991: Dishonest conversion,N,,,
B168,Manslaughter,131,0131: Manslaughter,N,,,
2821,Attempted Sexual Intercourse Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2145,Indecent Assault On Male 12-16,311,0311: Aggravated sexual assault,N,1,,
2847,Does Indecent Act Female With Boy Under 12,311,0311: Aggravated sexual assault,N,1,,
2613,Abduct Young Person,511,0511: Abduction and kidnapping,N,,,
1853,Participates In Organised Criminal Group,1312,1312: Criminal intent,N,,,
1349,Other Compelling Execution Of Documents,611,0611: Aggravated robbery,N,1,,
2972,Induce/Compel To Provide Sexual Services,1324,1324: Prostitution offences,N,,,
2863,Permits Indecent Act Male With Girl Under 12,311,0311: Aggravated sexual assault,N,1,,
1221,Abducts Child Under 16,511,0511: Abduction and kidnapping,N,,,
5943,Possess For Supply Fantasy Type Substances,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
1210,Kidnapping,511,0511: Abduction and kidnapping,N,,,
2169,Other Attempts To Commit Sexual Violation,312,0312: Non-aggravated sexual assault,N,1,,
4152,Broken And Entered Has Any Weapon,711,"0711: Unlawful entry with intent/burglary, break and enter",N,,,
6924,Judicial Corruption,1561,1561: Subvert the course of justice,N,,,
7121,Perjury,1561,1561: Subvert the course of justice,N,,,
2962,Knowingly Made/Copied Etc Objectionable Publication,1323,1323: Censorship offences,N,,,
4384,Theft By Misappropriation,829,"0829: Theft (except motor vehicles), nec",N,,,
1482,Use Firearm To Resist Arrest/Detention,210,0210: Assault not further defined,N,1,,
1483,Commission Of Crime With Firearm,210,0210: Assault not further defined,N,1,,
4155,Committing Burglary With A Weapon (Firearm),711,"0711: Unlawful entry with intent/burglary, break and enter",N,,,
4533,Utters Cheque Over $500,911,0911: Obtain benefit by deception,N,,,
2192,Induces/Permits Male Under 12 Do Indecent act W/U Him,311,0311: Aggravated sexual assault,N,1,,
5111,Wilfully Damage Property By Explosive/Endanger Life,1211,1211: Property damage by fire or explosion,N,,,
4545,Obtains By False Pretences (Not Cheque) Over $500,911,0911: Obtain benefit by deception,N,,,
1343,Compels Execution Of Documents (Manually),611,0611: Aggravated robbery,N,1,,
5912,Import/Export Ecstasy,1010,1010: Import or export illicit drugs not further defined,N,,,1
1341,Compels Execution Of Documents (Firearm),611,0611: Aggravated robbery,N,1,,
5938,Supply/Administer/Deal 5F-ADB/AMB-FUBINACA,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
2719,Other Incest,311,0311: Aggravated sexual assault,N,1,,
1342,Compels Execution Of Documents (Other Weapon),611,0611: Aggravated robbery,N,1,,
1153,Procures Abortion By Other Means,1695,1695: Procure or commit illegal abortion,N,,,
2194,Induces/Permits Male 12-16 Do Indecent act W/U Him,311,0311: Aggravated sexual assault,N,1,,
2793,Knowingly Made/Copied Objectionable Publication (Child Exploitation Material),322,0322: Child pornography offences,N,,,
2685,Attempt Sex Intercourse Child Under Care/Protection 12-16,311,0311: Aggravated sexual assault,N,1,,
1345,Compels Execution Of Doc (Stabbing/Cutting Weapon),611,0611: Aggravated robbery,N,1,,
5946,Possess for Supply 5F-ADB/AMB-FUBINACA,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
5991,Conspires To Deal Methamphetamine / Amphetamine,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
1361,Aggravated Robbery (Together With Another Person/S),611,0611: Aggravated robbery,N,1,,
2849,Other Inducing/Permitting Indecent Act,311,0311: Aggravated sexual assault,N,1,,
1220,Abduction,511,0511: Abduction and kidnapping,N,,,
1318,Aggravated Robbery (Stabbing/Cutting Weapon),611,0611: Aggravated robbery,N,1,,
2635,Indecent Assault On Boy 12-16,311,0311: Aggravated sexual assault,N,1,,
1315,Aggravated Robbery (Other Weapon),611,0611: Aggravated robbery,N,1,,
2713,Parent Incest Child Over 16,311,0311: Aggravated sexual assault,N,1,,
2423,Attempted Sexual Intercourse Female Under Care,311,0311: Aggravated sexual assault,N,1,,
2814,Sexual Intercourse With Severely Subnormal Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2197,Anal Intercourse With Severely Subnormal Person,311,0311: Aggravated sexual assault,N,1,,
2173,Induce Sexual Intercourse Pretence Of Marriage,311,0311: Aggravated sexual assault,N,1,,
2641,Inducing Sexual Intercourse Pretence Of Marriage,311,0311: Aggravated sexual assault,N,1,,
2684,Attempt Sex Intercourse Child Under Care/Protection Under 12,311,0311: Aggravated sexual assault,N,1,,
2692,Anal Intercourse With Any Severely Subnormal Person,311,0311: Aggravated sexual assault,N,1,,
2813,Sexual Intercourse With Severely Subnormal Female Under 12,311,0311: Aggravated sexual assault,N,1,,
2824,Attempt Sex Intercourse Severely Subnormal Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2689,Other Attempt Sex Intercourse Offence Child Care/Protection,311,0311: Aggravated sexual assault,N,1,,
4157,Remained After Burglary (Firearm),711,"0711: Unlawful entry with intent/burglary, break and enter",N,,,
4383,Theft With Power Of Attorney,991,0991: Dishonest conversion,N,,,
1299,Other Kidnapping And Abduction,511,0511: Abduction and kidnapping,N,,,
2313,Other Incest Other Relative,311,0311: Aggravated sexual assault,N,1,,
2445,Indecent Act/Female With Female Under 16,311,0311: Aggravated sexual assault,N,1,,
3129,Produce/Manufacture/Distribute Other Drugs (Not Cannabis),1031,1031: Manufacture illicit drugs,N,,,1
2319,Other Incest,311,0311: Aggravated sexual assault,N,1,,
5941,Possess For Supply Methamphetamine And Amphetamine,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
1331,Assaults With Intent To Rob (Firearm),611,0611: Aggravated robbery,N,1,,
2413,Sexual Intercourse Female Under Care,311,0311: Aggravated sexual assault,N,1,,
2823,Attempt Sex Intercourse Severely Subnormal Female Under 12,311,0311: Aggravated sexual assault,N,1,,
A533,Excess breath alcohol causing death - 3rd or subsequent,132,0132: Driving causing death,Y,,1,
2731,Sexual Connection Dependent Family Member,311,0311: Aggravated sexual assault,N,1,,
2191,Indecent Act With/Upon Male Under 12,311,0311: Aggravated sexual assault,N,1,,
5933,Supply/Admin/Deal Fantasy Type Substances,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
2446,Permits Indecent Act/Female With Female Under 16,311,0311: Aggravated sexual assault,N,1,,
2452,Indecent Act/Male With Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2419,Other Unlawful Sexual Intercourse,311,0311: Aggravated sexual assault,N,1,,
5994,Attempt To Manufacture Methamphetamine / Amphetamine,1031,1031: Manufacture illicit drugs,N,,,1
5915,Import/Export Temporary Drug Class,1010,1010: Import or export illicit drugs not further defined,N,,,1
1427,Injures Intent To Gbh (Stabbing/Cutting Weapon),210,0210: Assault not further defined,N,1,,
7130,Offences After Sentence Passed,1500,"1500: Offences against justice procedures, government security and government operations not further defined",N,,,
7139,Other Offences After Sentence Passed,1500,"1500: Offences against justice procedures, government security and government operations not further defined",N,,,
2825,Attempt Sex Intercourse Severely Subnormal Female Over 16,311,0311: Aggravated sexual assault,N,1,,
1423,Injures Intent To Gbh (Manually),210,0210: Assault not further defined,N,1,,
2431,Male Indecently Assaults Boy Under 16,312,0312: Non-aggravated sexual assault,N,1,,
2686,Attempt Sex Intercourse Child Under Care/Protection 16-20,311,0311: Aggravated sexual assault,N,1,,
7543,Breach Crimes of Torture Act 1989,210,0210: Assault not further defined,N,1,,
1319,Other Aggravated Robbery,611,0611: Aggravated robbery,N,1,,
2424,Attempted Sexual Intercourse Subnormal Woman,311,0311: Aggravated sexual assault,N,1,,
5914,Import/Export Bzp Type Substances,1010,1010: Import or export illicit drugs not further defined,N,,,1
7111,Bribes/Corr Juries/Witness/Officials,1561,1561: Subvert the course of justice,N,,,
6921,"Corruption, Bribery of Judiciary/ Minister/ MoP",1542,1542: Bribery involving government officials,N,,,
2632,Indecently Assaults Female 12-16,311,0311: Aggravated sexual assault,N,1,,
2732,Attempt Sex Connection Dependent Family Member,311,0311: Aggravated sexual assault,N,1,,
2329,Other Sodomy Offences,311,0311: Aggravated sexual assault,N,1,,
1100,Homicide,100,0100: Homicide and related offences not further defined,N,,,
1335,Assaults With Intent To Rob (With Another Person),611,0611: Aggravated robbery,N,1,,
4153,Broken And Entered Uses Anything As Weapon,711,"0711: Unlawful entry with intent/burglary, break and enter",N,,,
1339,Other Assaults With Intent To Rob,611,0611: Aggravated robbery,N,1,,
2323,Sodomy With Male Ov 16(Off Over 21),1325,1325: Offences against public order sexual standards,N,,,
2846,Permit Indecent Act Girl 12-16,311,0311: Aggravated sexual assault,N,1,,
2817,Sexual Connection With Young Person 12 - 16,311,0311: Aggravated sexual assault,N,1,,
2443,Permits Indecent Act Male Boy < 16,311,0311: Aggravated sexual assault,N,1,,
1159,Other Abortion,1695,1695: Procure or commit illegal abortion,N,,,
A335,Excess Blood Alcohol Causing Death - 3Rd Or Subsequent,132,0132: Driving causing death,Y,,1,
2429,Other Attempts Unlawful Sexual Intercourse,311,0311: Aggravated sexual assault,N,1,,
6922,"Corruption, Bribery of Enforcement Officer/Official",1561,1561: Subvert the course of justice,N,,,
1114,Incite/Counsel/Attempt Procure Murder,100,0100: Homicide and related offences not further defined,N,,,
2433,Female Indecently Assaults Female Under 12,312,0312: Non-aggravated sexual assault,N,1,,
5934,Supply/Admin/Deal Bzp Type Substances,1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
5939,Supply Equipment/Material/Precursor Substance,1031,1031: Manufacture illicit drugs,N,,,1
2122,Attempt Rape/Assault Intent Rape(Other Weapon),311,0311: Aggravated sexual assault,N,1,,
2414,Sexual Intercourse Subnormal Woman,311,0311: Aggravated sexual assault,N,1,,
4543,Utters (Not Cheque) To Obtain Over $500,911,0911: Obtain benefit by deception,N,,,
2681,Sexual Intercourse With Child Under Care/Protection Under 12,311,0311: Aggravated sexual assault,N,1,,
A605,In Charge Transport Service Vehicle Under Influence Of Drink Causing Death,132,0132: Driving causing death,Y,,1,
2144,Indecent Assault On Male Under 12,311,0311: Aggravated sexual assault,N,1,,
4156,Committing Burglary With A Weapon (Other Weapon),711,"0711: Unlawful entry with intent/burglary, break and enter",N,,,
9082,Import/Export Objectionable Publications,1694,1694: Import/export regulations,N,,,
A608,Excess Breath Alcohol Causing Death - In Charge Transport Service Vehicle,132,0132: Driving causing death,Y,,1,
3116,Import/Export Other Opiates (Synthetics Including Codeine),1010,1010: Import or export illicit drugs not further defined,N,,,1
3149,Possess For Supply Other Drugs (Not Cannabis),1020,1020: Deal or traffic in illicit drugs not further defined,N,,,1
A615,Excess Blood Alcohol Causing Death - In Charge Transport Service Vehicle,132,0132: Driving causing death,Y,,1,
A642,Transport Service Driver Excess Breath Alcohol Causing Death - 3Rd Or Subs,132,0132: Driving causing death,Y,,1,
1421,Injures Intent To Gbh (Firearm),210,0210: Assault not further defined,N,1,,
