dim2_type,dim2_code,dimension2_type,dimension2_code
sa2_current,317900,SA2,317900
sa2_current,318000,SA2,318000
sa2_current,318100,SA2,318100
sa2_current,318200,SA2,318200
sa2_current,318300,SA2,318300
sa2_current,318401,SA2,318401
sa2_current,318501,SA2,318501
sa2_current,318600,SA2,318600
sa2_current,318700,SA2,318700
sa2_current,318800,SA2,318800
sa2_current,318901,SA2,318901
sa2_current,319000,SA2,319000
sa2_current,319101,SA2,319101
sa2_current,319200,SA2,319200
sa2_current,320900,SA2,320900
sa2_current,321000,SA2,321000
sa2_current,321200,SA2,321200
sa2_current,321301,SA2,321301
sa2_current,321400,SA2,321400
sa2_current,321500,SA2,321500
sa2_current,321600,SA2,321600
sa2_current,321701,SA2,321701
sa2_current,321800,SA2,321800
sa2_current,321901,SA2,321901
sa2_current,322000,SA2,322000
sa2_current,322100,SA2,322100
sa2_current,322200,SA2,322200
sa2_current,322300,SA2,322300
sa2_current,323900,SA2,323900
sa2_current,324100,SA2,324100
sa2_current,324200,SA2,324200
sa2_current,324300,SA2,324300
sa2_current,324400,SA2,324400
sa2_current,324501,SA2,324501
sa2_current,324600,SA2,324600
sa2_current,324700,SA2,324700
sa2_current,324800,SA2,324800
sa2_current,324900,SA2,324900
sa2_current,325000,SA2,325000
sa2_current,325100,SA2,325100
sa2_current,325200,SA2,325200
sa2_current,325301,SA2,325301
sa2_current,325302,SA2,325302
sa2_current,325601,SA2,325601
sa2_current,326900,SA2,326900
sa2_current,327000,SA2,327000
sa2_current,327100,SA2,327100
sa2_current,327200,SA2,327200
sa2_current,327301,SA2,327301
sa2_current,327400,SA2,327400
sa2_current,327500,SA2,327500
sa2_current,327600,SA2,327600
sa2_current,327700,SA2,327700
sa2_current,327800,SA2,327800
sa2_current,327901,SA2,327901
sa2_current,327902,SA2,327902
sa2_current,328001,SA2,328001
sa2_current,328100,SA2,328100
sa2_current,328200,SA2,328200
sa2_current,328300,SA2,328300
sa2_current,328400,SA2,328400
sa2_current,329002,SA2,329002
sa2_current,330000,SA2,330000
sa2_current,330100,SA2,330100
sa2_current,330200,SA2,330200
sa2_current,330300,SA2,330300
sa2_current,330400,SA2,330400
sa2_current,330500,SA2,330500
sa2_current,330600,SA2,330600
sa2_current,330700,SA2,330700
sa2_current,330800,SA2,330800
sa2_current,330900,SA2,330900
sa2_current,331000,SA2,331000
sa2_current,331100,SA2,331100
sa2_current,331200,SA2,331200
sa2_current,331300,SA2,331300
sa2_current,331400,SA2,331400
sa2_current,331801,SA2,331801
sa2_current,333100,SA2,333100
sa2_current,333300,SA2,333300
sa2_current,333400,SA2,333400
sa2_current,333500,SA2,333500
sa2_current,333600,SA2,333600
sa2_current,333700,SA2,333700
sa2_current,333800,SA2,333800
sa2_current,333901,SA2,333901
sa2_current,334001,SA2,334001
sa2_current,334100,SA2,334100
sa2_current,334200,SA2,334200
sa2_current,334300,SA2,334300
sa2_current,334400,SA2,334400
sa2_current,334501,SA2,334501
sa2_current,334601,SA2,334601
sa2_current,334801,SA2,334801
sa2_current,335202,SA2,335202
sa2_current,336200,SA2,336200
sa2_current,336400,SA2,336400
sa2_current,336600,SA2,336600
sa2_current,336701,SA2,336701
sa2_current,336800,SA2,336800
sa2_current,336901,SA2,336901
sa2_current,337000,SA2,337000
sa2_current,337100,SA2,337100
sa2_current,337200,SA2,337200
sa2_current,337301,SA2,337301
sa2_current,337400,SA2,337400
sa2_current,337500,SA2,337500
sa2_current,339100,SA2,339100
sa2_current,339200,SA2,339200
sa2_current,339300,SA2,339300
sa2_current,339400,SA2,339400
sa2_current,339500,SA2,339500
sa2_current,339600,SA2,339600
sa2_current,339700,SA2,339700
sa2_current,339800,SA2,339800
sa2_current,339900,SA2,339900
sa2_current,340000,SA2,340000
sa2_current,340100,SA2,340100
sa2_current,340200,SA2,340200
sa2_current,340300,SA2,340300
sa2_current,340400,SA2,340400
sa2_current,340500,SA2,340500
sa2_current,340601,SA2,340601
sa2_current,340801,SA2,340801
sa2_current,342100,SA2,342100
sa2_current,342200,SA2,342200
sa2_current,344600,SA2,344600
sa2_current,344700,SA2,344700
sa2_current,344800,SA2,344800
sa2_current,344900,SA2,344900
sa2_current,345000,SA2,345000
sa2_current,345100,SA2,345100
sa2_current,346800,SA2,346800
sa2_current,347000,SA2,347000
sa2_current,347101,SA2,347101
sa2_current,347201,SA2,347201
sa2_current,347300,SA2,347300
sa2_current,347401,SA2,347401
sa2_current,347501,SA2,347501
sa2_current,347600,SA2,347600
sa2_current,347700,SA2,347700
sa2_current,347801,SA2,347801
sa2_current,347901,SA2,347901
sa2_current,348000,SA2,348000
sa2_current,348100,SA2,348100
sa2_current,349700,SA2,349700
sa2_current,349900,SA2,349900
sa2_current,350000,SA2,350000
sa2_current,350100,SA2,350100
sa2_current,350201,SA2,350201
sa2_current,350300,SA2,350300
sa2_current,350401,SA2,350401
sa2_current,350500,SA2,350500
sa2_current,350600,SA2,350600
sa2_current,350700,SA2,350700
sa2_current,350801,SA2,350801
sa2_current,350900,SA2,350900
sa2_current,351000,SA2,351000
sa2_current,351100,SA2,351100
sa2_current,351200,SA2,351200
sa2_current,352800,SA2,352800
sa2_current,352900,SA2,352900
sa2_current,353000,SA2,353000
sa2_current,353100,SA2,353100
sa2_current,353200,SA2,353200
sa2_current,353300,SA2,353300
sa2_current,353400,SA2,353400
sa2_current,353500,SA2,353500
sa2_current,353600,SA2,353600
sa2_current,353701,SA2,353701
sa2_current,353800,SA2,353800
sa2_current,353900,SA2,353900
sa2_current,354000,SA2,354000
sa2_current,354100,SA2,354100
sa2_current,354200,SA2,354200
sa2_current,355800,SA2,355800
sa2_current,355900,SA2,355900
sa2_current,356000,SA2,356000
sa2_current,356100,SA2,356100
sa2_current,356200,SA2,356200
sa2_current,356300,SA2,356300
sa2_current,356400,SA2,356400
sa2_current,356500,SA2,356500
sa2_current,356600,SA2,356600
sa2_current,356700,SA2,356700
sa2_current,356800,SA2,356800
sa2_current,357000,SA2,357000
sa2_current,357100,SA2,357100
sa2_current,357200,SA2,357200
sa2_current,357501,SA2,357501
sa2_current,357601,SA2,357601
sa2_current,358900,SA2,358900
sa2_current,359000,SA2,359000
sa2_current,359100,SA2,359100
sa2_current,359300,SA2,359300
sa2_current,359400,SA2,359400
sa2_current,359500,SA2,359500
sa2_current,359600,SA2,359600
sa2_current,359700,SA2,359700
sa2_current,359800,SA2,359800
sa2_current,359900,SA2,359900
sa2_current,360000,SA2,360000
sa2_current,360100,SA2,360100
sa2_current,360200,SA2,360200
sa2_current,360300,SA2,360300
sa2_current,360601,SA2,360601
sa2_current,360701,SA2,360701
sa2_current,361900,SA2,361900
sa2_current,362100,SA2,362100
sa2_current,362301,SA2,362301
sa2_current,362401,SA2,362401
sa2_current,362501,SA2,362501
sa2_current,362601,SA2,362601
sa2_current,362901,SA2,362901
sa2_current,363001,SA2,363001
sa2_current,363100,SA2,363100
sa2_current,363301,SA2,363301
sa3,50010,SA3,50010
sa3,50020,SA3,50020
sa3,50050,SA3,50050
sa3,50060,SA3,50060
sa3,50070,SA3,50070
sa3,50100,SA3,50100
sa3,50110,SA3,50110
sa3,50120,SA3,50120
sa3,50150,SA3,50150
sa3,50160,SA3,50160
sa3,50170,SA3,50170
sa3,50210,SA3,50210
sa3,50220,SA3,50220
sa3,50260,SA3,50260
sa3,50270,SA3,50270
sa3,50310,SA3,50310
sa3,50320,SA3,50320
sa3,50370,SA3,50370
sa3,50410,SA3,50410
sa3,50420,SA3,50420
sa3,50460,SA3,50460
sa3,50470,SA3,50470
sa3,50480,SA3,50480
sa3,50510,SA3,50510
sa3,50520,SA3,50520
sa3,50530,SA3,50530
sa3,50560,SA3,50560
sa3,50570,SA3,50570
sa3,50580,SA3,50580
sa3,50610,SA3,50610
sa3,50620,SA3,50620
sa3,50630,SA3,50630
sa3,50660,SA3,50660
sa3,50670,SA3,50670
sa3,50680,SA3,50680
sa3,50710,SA3,50710
sa3,50720,SA3,50720
sa3,50730,SA3,50730
sa3,50760,SA3,50760
sa3,50770,SA3,50770
sa3,50780,SA3,50780
sa3,50820,SA3,50820
sa3,50830,SA3,50830
sa3,50870,SA3,50870
sa3,50880,SA3,50880
sa3,50920,SA3,50920
sa3,50930,SA3,50930
sa3,50970,SA3,50970
sa3,50980,SA3,50980
sa3,51020,SA3,51020
sa3,51030,SA3,51030
sa3,51070,SA3,51070
sa3,51080,SA3,51080
sa3,51090,SA3,51090
sa3,51120,SA3,51120
sa3,51130,SA3,51130
sa3,51140,SA3,51140
sa3,51170,SA3,51170
sa3,51180,SA3,51180
sa3,51190,SA3,51190
sa3,51220,SA3,51220
sa3,51230,SA3,51230
sa3,51240,SA3,51240
sa3,51270,SA3,51270
sa3,51280,SA3,51280
sa3,51290,SA3,51290
sa3,51320,SA3,51320
sa3,51330,SA3,51330
sa3,51340,SA3,51340
sa3,51370,SA3,51370
sa3,51380,SA3,51380
sa3,51390,SA3,51390
sa3,51430,SA3,51430
sa3,51440,SA3,51440
sa3,51480,SA3,51480
sa3,51490,SA3,51490
sa3,51530,SA3,51530
sa3,51540,SA3,51540
sa3,51580,SA3,51580
sa3,51590,SA3,51590
sa3,51630,SA3,51630
sa3,51640,SA3,51640
sa3,51680,SA3,51680
sa3,51690,SA3,51690
sa3,51700,SA3,51700
sa3,51730,SA3,51730
sa3,51740,SA3,51740
sa3,51750,SA3,51750
sa3,51780,SA3,51780
sa3,51790,SA3,51790
sa3,51800,SA3,51800
sa3,51830,SA3,51830
sa3,51840,SA3,51840
sa3,51850,SA3,51850
sa3,51880,SA3,51880
sa3,51890,SA3,51890
sa3,51900,SA3,51900
sa3,51930,SA3,51930
sa3,51940,SA3,51940
sa3,51950,SA3,51950
sa3,51980,SA3,51980
sa3,51990,SA3,51990
sa3,52000,SA3,52000
sa3,52040,SA3,52040
sa3,52050,SA3,52050
sa3,52090,SA3,52090
sa3,52100,SA3,52100
sa3,52140,SA3,52140
sa3,52150,SA3,52150
sa3,52190,SA3,52190
sa3,52200,SA3,52200
sa3,52240,SA3,52240
sa3,52250,SA3,52250
sa3,52290,SA3,52290
sa3,52300,SA3,52300
sa3,52310,SA3,52310
sa3,52340,SA3,52340
sa3,52350,SA3,52350
sa3,52360,SA3,52360
sa3,52390,SA3,52390
sa3,52400,SA3,52400
sa3,52410,SA3,52410
sa3,52440,SA3,52440
sa3,52450,SA3,52450
sa3,52460,SA3,52460
sa3,52490,SA3,52490
sa3,52500,SA3,52500
sa3,52510,SA3,52510
sa3,52540,SA3,52540
sa3,52550,SA3,52550
sa3,52560,SA3,52560
sa3,52590,SA3,52590
sa3,52600,SA3,52600
sa3,52610,SA3,52610
sa3,52650,SA3,52650
sa3,52660,SA3,52660
sa3,52700,SA3,52700
sa3,52710,SA3,52710
sa3,52750,SA3,52750
sa3,52760,SA3,52760
sa3,52800,SA3,52800
sa3,52810,SA3,52810
sa3,52850,SA3,52850
sa3,52860,SA3,52860
sa3,52900,SA3,52900
sa3,52910,SA3,52910
sa3,52920,SA3,52920
sa3,52950,SA3,52950
sa3,52960,SA3,52960
sa3,52970,SA3,52970
sa3,53000,SA3,53000
sa3,53010,SA3,53010
sa3,53020,SA3,53020
sa3,53050,SA3,53050
sa3,53060,SA3,53060
sa3,53070,SA3,53070
sa3,53100,SA3,53100
sa3,53110,SA3,53110
sa3,53120,SA3,53120
sa3,53150,SA3,53150
sa3,53160,SA3,53160
sa3,53170,SA3,53170
sa3,53200,SA3,53200
sa3,53210,SA3,53210
sa3,53220,SA3,53220
sa3,53260,SA3,53260
sa3,53270,SA3,53270
sa3,53310,SA3,53310
sa3,53320,SA3,53320
sa3,53360,SA3,53360
sa3,53370,SA3,53370
sa3,53410,SA3,53410
sa3,53420,SA3,53420
sa3,53460,SA3,53460
sa3,53470,SA3,53470
sa3,53510,SA3,53510
sa3,53520,SA3,53520
sa3,53530,SA3,53530
sa3,53570,SA3,53570
sa3,53580,SA3,53580
sa3,53610,SA3,53610
sa3,53620,SA3,53620
sa3,53630,SA3,53630
sa3,53660,SA3,53660
sa3,53670,SA3,53670
sa3,53680,SA3,53680
sa3,53710,SA3,53710
sa3,53720,SA3,53720
sa3,53730,SA3,53730
sa3,53760,SA3,53760
sa3,53770,SA3,53770
sa3,53780,SA3,53780
sa3,53810,SA3,53810
sa3,53820,SA3,53820
sa3,53830,SA3,53830
sa3,53870,SA3,53870
sa3,53880,SA3,53880
sa3,53920,SA3,53920
sa3,53930,SA3,53930
sa3,53970,SA3,53970
sa3,53980,SA3,53980
sa3,54020,SA3,54020
sa3,54070,SA3,54070
sa3,54080,SA3,54080
sa3,54120,SA3,54120
sa3,54130,SA3,54130
sa3,54140,SA3,54140
sa3,54170,SA3,54170
sa3,54180,SA3,54180
sa3,54190,SA3,54190
sa3,54220,SA3,54220
sa3,54230,SA3,54230
sa3,54240,SA3,54240
sa3,54270,SA3,54270
sa3,54280,SA3,54280
sa3,54290,SA3,54290
sa3,54320,SA3,54320
sa3,54330,SA3,54330
sa3,54340,SA3,54340
sa3,54370,SA3,54370
sa3,54380,SA3,54380
sa3,54390,SA3,54390
sa3,54420,SA3,54420
sa3,54430,SA3,54430
sa3,54440,SA3,54440
sa3,54480,SA3,54480
sa3,54490,SA3,54490
sa3,54530,SA3,54530
sa3,54540,SA3,54540
sa3,54580,SA3,54580
sa3,54590,SA3,54590
sa3,54630,SA3,54630
sa3,54640,SA3,54640
sa3,54680,SA3,54680
sa3,54690,SA3,54690
sa3,54730,SA3,54730
sa3,54740,SA3,54740
sa3,54750,SA3,54750
sa3,54780,SA3,54780
sa3,54790,SA3,54790
sa3,54800,SA3,54800
sa3,54830,SA3,54830
sa3,54840,SA3,54840
sa3,54850,SA3,54850
sa3,54880,SA3,54880
sa3,54890,SA3,54890
sa3,54900,SA3,54900
sa3,54930,SA3,54930
sa3,54940,SA3,54940
sa3,54950,SA3,54950
sa3,54980,SA3,54980
sa3,54990,SA3,54990
sa3,55000,SA3,55000
sa3,55030,SA3,55030
sa3,55040,SA3,55040
sa3,55050,SA3,55050
sa3,55090,SA3,55090
sa3,55100,SA3,55100
sa3,55140,SA3,55140
sa3,55150,SA3,55150
sa3,55190,SA3,55190
sa3,55200,SA3,55200
sa3,55240,SA3,55240
sa3,55290,SA3,55290
sa3,55300,SA3,55300
sa3,55340,SA3,55340
sa3,55350,SA3,55350
sa3,55360,SA3,55360
sa3,55390,SA3,55390
sa3,55400,SA3,55400
sa3,55410,SA3,55410
sa3,55440,SA3,55440
sa3,55450,SA3,55450
sa3,55460,SA3,55460
sa3,55490,SA3,55490
sa3,55500,SA3,55500
sa3,55510,SA3,55510
sa3,55540,SA3,55540
sa3,55550,SA3,55550
sa3,55560,SA3,55560
sa3,55590,SA3,55590
sa3,55600,SA3,55600
sa3,55610,SA3,55610
sa3,55640,SA3,55640
sa3,55650,SA3,55650
sa3,55660,SA3,55660
sa3,55700,SA3,55700
sa3,55710,SA3,55710
sa3,55750,SA3,55750
sa3,55760,SA3,55760
sa3,55800,SA3,55800
sa3,55810,SA3,55810
sa3,55850,SA3,55850
sa3,55860,SA3,55860
sa3,55900,SA3,55900
sa3,55910,SA3,55910
sa3,55950,SA3,55950
sa3,55960,SA3,55960
sa2_current,342300,SA2,342300
sa2_current,342400,SA2,342400
sa2_current,342500,SA2,342500
sa2_current,342600,SA2,342600
sa2_current,342700,SA2,342700
sa2_current,342800,SA2,342800
sa2_current,343000,SA2,343000
sa2_current,343100,SA2,343100
sa2_current,343300,SA2,343300
sa2_current,343400,SA2,343400
sa2_current,343501,SA2,343501
sa2_current,343600,SA2,343600
sa2_current,343801,SA2,343801
sa2_current,345200,SA2,345200
sa2_current,345300,SA2,345300
sa2_current,345400,SA2,345400
sa2_current,345500,SA2,345500
sa2_current,345600,SA2,345600
sa2_current,345700,SA2,345700
sa2_current,345800,SA2,345800
sa2_current,345900,SA2,345900
sa2_current,346000,SA2,346000
sa2_current,346201,SA2,346201
sa2_current,346400,SA2,346400
sa2_current,346600,SA2,346600
sa2_current,346701,SA2,346701
sa2_current,346702,SA2,346702
sa2_current,346901,SA2,346901
sa2_current,348200,SA2,348200
sa2_current,348300,SA2,348300
sa2_current,348400,SA2,348400
sa2_current,348500,SA2,348500
sa2_current,348600,SA2,348600
sa2_current,348700,SA2,348700
sa2_current,348801,SA2,348801
sa2_current,348901,SA2,348901
sa2_current,349000,SA2,349000
sa2_current,349100,SA2,349100
sa2_current,349200,SA2,349200
sa2_current,349300,SA2,349300
sa2_current,349401,SA2,349401
sa2_current,349601,SA2,349601
sa2_current,349801,SA2,349801
sa2_current,351300,SA2,351300
sa2_current,351400,SA2,351400
sa2_current,351500,SA2,351500
sa2_current,351600,SA2,351600
sa2_current,351700,SA2,351700
sa2_current,351801,SA2,351801
sa2_current,351901,SA2,351901
sa2_current,352000,SA2,352000
sa2_current,352100,SA2,352100
sa2_current,352200,SA2,352200
sa2_current,352300,SA2,352300
sa2_current,352400,SA2,352400
sa2_current,352500,SA2,352500
sa2_current,352600,SA2,352600
sa2_current,352701,SA2,352701
sa2_current,354300,SA2,354300
sa2_current,354400,SA2,354400
sa2_current,354500,SA2,354500
sa2_current,354600,SA2,354600
sa2_current,354701,SA2,354701
sa2_current,354800,SA2,354800
sa2_current,354901,SA2,354901
sa2_current,355000,SA2,355000
sa2_current,355100,SA2,355100
sa2_current,355200,SA2,355200
sa2_current,355300,SA2,355300
sa2_current,355400,SA2,355400
sa2_current,355500,SA2,355500
sa2_current,355600,SA2,355600
sa2_current,355700,SA2,355700
sa2_current,357300,SA2,357300
sa2_current,357700,SA2,357700
sa2_current,357900,SA2,357900
sa2_current,358000,SA2,358000
sa2_current,358100,SA2,358100
sa2_current,358200,SA2,358200
sa2_current,358300,SA2,358300
sa2_current,358400,SA2,358400
sa2_current,358500,SA2,358500
sa2_current,358600,SA2,358600
sa2_current,358700,SA2,358700
sa2_current,358801,SA2,358801
sa2_current,360400,SA2,360400
sa2_current,360500,SA2,360500
sa2_current,360801,SA2,360801
sa2_current,360900,SA2,360900
sa2_current,361000,SA2,361000
sa2_current,361100,SA2,361100
sa2_current,361201,SA2,361201
sa2_current,361300,SA2,361300
sa2_current,361501,SA2,361501
sa2_current,361502,SA2,361502
sa2_current,361601,SA2,361601
sa2_current,361701,SA2,361701
sa2_current,361800,SA2,361800
sa2_current,362001,SA2,362001
sa2_current,362201,SA2,362201
sa2_current,362402,SA2,362402
sa2_current,363400,SA2,363400
sa2_current,363600,SA2,363600
sa2_current,363700,SA2,363700
sa2_current,363800,SA2,363800
sa3,50030,SA3,50030
sa3,50040,SA3,50040
sa3,50080,SA3,50080
sa3,50090,SA3,50090
sa3,50130,SA3,50130
sa3,50140,SA3,50140
sa3,50180,SA3,50180
sa3,50190,SA3,50190
sa3,50200,SA3,50200
sa3,50230,SA3,50230
sa3,50240,SA3,50240
sa3,50250,SA3,50250
sa3,50280,SA3,50280
sa3,50290,SA3,50290
sa3,50300,SA3,50300
sa3,50330,SA3,50330
sa3,50340,SA3,50340
sa3,50350,SA3,50350
sa3,50380,SA3,50380
sa3,50390,SA3,50390
sa3,50400,SA3,50400
sa3,50430,SA3,50430
sa3,50440,SA3,50440
sa3,50490,SA3,50490
sa3,50500,SA3,50500
sa3,50540,SA3,50540
sa3,50550,SA3,50550
sa3,50590,SA3,50590
sa3,50600,SA3,50600
sa3,50640,SA3,50640
sa3,50650,SA3,50650
sa3,50690,SA3,50690
sa3,50700,SA3,50700
sa3,50740,SA3,50740
sa3,50750,SA3,50750
sa3,50790,SA3,50790
sa3,50800,SA3,50800
sa3,50810,SA3,50810
sa3,50840,SA3,50840
sa3,50850,SA3,50850
sa3,50860,SA3,50860
sa3,50890,SA3,50890
sa3,50900,SA3,50900
sa3,50910,SA3,50910
sa3,50940,SA3,50940
sa3,50950,SA3,50950
sa3,50960,SA3,50960
sa3,50990,SA3,50990
sa3,51000,SA3,51000
sa3,51010,SA3,51010
sa3,51040,SA3,51040
sa3,51050,SA3,51050
sa3,51060,SA3,51060
sa3,51100,SA3,51100
sa3,51110,SA3,51110
sa3,51150,SA3,51150
sa3,51160,SA3,51160
sa3,51200,SA3,51200
sa3,51210,SA3,51210
sa3,51250,SA3,51250
sa3,51260,SA3,51260
sa3,51300,SA3,51300
sa3,51310,SA3,51310
sa3,51350,SA3,51350
sa3,51360,SA3,51360
sa3,51400,SA3,51400
sa3,51410,SA3,51410
sa3,51420,SA3,51420
sa3,51450,SA3,51450
sa3,51460,SA3,51460
sa3,51470,SA3,51470
sa3,51500,SA3,51500
sa3,51510,SA3,51510
sa3,51520,SA3,51520
sa3,51550,SA3,51550
sa3,51560,SA3,51560
sa3,51570,SA3,51570
sa3,51600,SA3,51600
sa3,51610,SA3,51610
sa3,51620,SA3,51620
sa3,51650,SA3,51650
sa3,51660,SA3,51660
sa3,51670,SA3,51670
sa3,51710,SA3,51710
sa3,51720,SA3,51720
sa3,51760,SA3,51760
sa3,51770,SA3,51770
sa3,51810,SA3,51810
sa3,51820,SA3,51820
sa3,51860,SA3,51860
sa3,51870,SA3,51870
sa3,51910,SA3,51910
sa3,51920,SA3,51920
sa3,51960,SA3,51960
sa3,51970,SA3,51970
sa3,52010,SA3,52010
sa3,52020,SA3,52020
sa3,52030,SA3,52030
sa3,52060,SA3,52060
sa3,52070,SA3,52070
sa3,52080,SA3,52080
sa3,52110,SA3,52110
sa3,52120,SA3,52120
sa3,52130,SA3,52130
sa3,52160,SA3,52160
sa3,52170,SA3,52170
sa3,52180,SA3,52180
sa3,52210,SA3,52210
sa3,52220,SA3,52220
sa3,52230,SA3,52230
sa3,52260,SA3,52260
sa3,52270,SA3,52270
sa3,52280,SA3,52280
sa3,52320,SA3,52320
sa3,52330,SA3,52330
sa3,52370,SA3,52370
sa3,52380,SA3,52380
sa3,52420,SA3,52420
sa3,52430,SA3,52430
sa3,52470,SA3,52470
sa3,52520,SA3,52520
sa3,52530,SA3,52530
sa3,52570,SA3,52570
sa3,52580,SA3,52580
sa3,52620,SA3,52620
sa3,52630,SA3,52630
sa3,52640,SA3,52640
sa3,52670,SA3,52670
sa3,52680,SA3,52680
sa3,52690,SA3,52690
sa3,52720,SA3,52720
sa3,52730,SA3,52730
sa3,52740,SA3,52740
sa3,52770,SA3,52770
sa3,52780,SA3,52780
sa3,52790,SA3,52790
sa3,52820,SA3,52820
sa3,52830,SA3,52830
sa3,52840,SA3,52840
sa3,52870,SA3,52870
sa3,52880,SA3,52880
sa3,52890,SA3,52890
sa3,52930,SA3,52930
sa3,52940,SA3,52940
sa3,52980,SA3,52980
sa3,52990,SA3,52990
sa3,53030,SA3,53030
sa3,53040,SA3,53040
sa3,53080,SA3,53080
sa3,53090,SA3,53090
sa3,53130,SA3,53130
sa3,53140,SA3,53140
sa3,53180,SA3,53180
sa3,53190,SA3,53190
sa3,53230,SA3,53230
sa3,53240,SA3,53240
sa3,53250,SA3,53250
sa3,53280,SA3,53280
sa3,53290,SA3,53290
sa3,53300,SA3,53300
sa3,53330,SA3,53330
sa3,53340,SA3,53340
sa3,53350,SA3,53350
sa3,53380,SA3,53380
sa3,53390,SA3,53390
sa3,53400,SA3,53400
sa3,53430,SA3,53430
sa3,53440,SA3,53440
sa3,53450,SA3,53450
sa3,53480,SA3,53480
sa3,53490,SA3,53490
sa3,53500,SA3,53500
sa3,53540,SA3,53540
sa3,53550,SA3,53550
sa3,53590,SA3,53590
sa3,53600,SA3,53600
sa3,53640,SA3,53640
sa3,53650,SA3,53650
sa3,53690,SA3,53690
sa3,53700,SA3,53700
sa3,53740,SA3,53740
sa3,53750,SA3,53750
sa3,53790,SA3,53790
sa3,53800,SA3,53800
sa3,53840,SA3,53840
sa3,53850,SA3,53850
sa3,53890,SA3,53890
sa3,53900,SA3,53900
sa3,53910,SA3,53910
sa3,53940,SA3,53940
sa3,53950,SA3,53950
sa3,53960,SA3,53960
sa3,53990,SA3,53990
sa3,54010,SA3,54010
sa3,54040,SA3,54040
sa3,54050,SA3,54050
sa3,54060,SA3,54060
sa3,54090,SA3,54090
sa3,54100,SA3,54100
sa3,54110,SA3,54110
sa3,54150,SA3,54150
sa3,54160,SA3,54160
sa3,54200,SA3,54200
sa3,54210,SA3,54210
sa3,54250,SA3,54250
sa3,54300,SA3,54300
sa3,54310,SA3,54310
sa3,54350,SA3,54350
sa3,54360,SA3,54360
sa3,54400,SA3,54400
sa3,54410,SA3,54410
sa3,54450,SA3,54450
sa3,54460,SA3,54460
sa3,54470,SA3,54470
sa3,54500,SA3,54500
sa3,54510,SA3,54510
sa3,54520,SA3,54520
sa3,54550,SA3,54550
sa3,54560,SA3,54560
sa3,54570,SA3,54570
sa3,54600,SA3,54600
sa3,54610,SA3,54610
sa3,54620,SA3,54620
sa3,54650,SA3,54650
sa3,54660,SA3,54660
sa3,54670,SA3,54670
sa3,54700,SA3,54700
sa3,54710,SA3,54710
sa3,54720,SA3,54720
sa3,54760,SA3,54760
sa3,54770,SA3,54770
sa3,54810,SA3,54810
sa3,54820,SA3,54820
sa3,54860,SA3,54860
sa3,54870,SA3,54870
sa3,54910,SA3,54910
sa3,54920,SA3,54920
sa3,54960,SA3,54960
sa3,54970,SA3,54970
sa3,55010,SA3,55010
sa3,55020,SA3,55020
sa3,55060,SA3,55060
sa3,55070,SA3,55070
sa3,55080,SA3,55080
sa3,55110,SA3,55110
sa3,55120,SA3,55120
sa3,55130,SA3,55130
sa3,55160,SA3,55160
sa3,55170,SA3,55170
sa3,55180,SA3,55180
sa3,55210,SA3,55210
sa3,55220,SA3,55220
sa3,55230,SA3,55230
sa3,55260,SA3,55260
sa3,55270,SA3,55270
sa3,55280,SA3,55280
sa3,55310,SA3,55310
sa3,55320,SA3,55320
sa3,55330,SA3,55330
sa3,55370,SA3,55370
sa3,55380,SA3,55380
sa3,55420,SA3,55420
sa3,55430,SA3,55430
sa3,55470,SA3,55470
sa3,55480,SA3,55480
sa3,55520,SA3,55520
sa3,55530,SA3,55530
sa3,55570,SA3,55570
sa3,55580,SA3,55580
sa3,55620,SA3,55620
sa3,55630,SA3,55630
sa3,55670,SA3,55670
sa3,55680,SA3,55680
sa3,55690,SA3,55690
sa3,55720,SA3,55720
sa3,55730,SA3,55730
sa3,55740,SA3,55740
sa3,55770,SA3,55770
sa3,55780,SA3,55780
sa3,55790,SA3,55790
sa3,55820,SA3,55820
sa3,55830,SA3,55830
sa3,55840,SA3,55840
sa3,55870,SA3,55870
sa3,55880,SA3,55880
sa3,55890,SA3,55890
sa3,55920,SA3,55920
sa3,55930,SA3,55930
sa3,55940,SA3,55940
sa3,55980,SA3,55980
sa3,55990,SA3,55990
sa3,56030,SA3,56030
sa3,56040,SA3,56040
sa3,56080,SA3,56080
sa3,56090,SA3,56090
sa3,56130,SA3,56130
sa3,56140,SA3,56140
sa3,56180,SA3,56180
sa3,56190,SA3,56190
sa3,56280,SA3,56280
sa3,56290,SA3,56290
sa3,56300,SA3,56300
sa3,56330,SA3,56330
sa3,56340,SA3,56340
sa3,56350,SA3,56350
sa3,56390,SA3,56390
sa3,56400,SA3,56400
sa3,60040,SA3,60040
sa3,60050,SA3,60050
sa3,60060,SA3,60060
sa3,60090,SA3,60090
sa3,60100,SA3,60100
sa3,60110,SA3,60110
sa3,60140,SA3,60140
sa3,60150,SA3,60150
sa3,60160,SA3,60160
sa3,60190,SA3,60190
sa3,60200,SA3,60200
sa3,60210,SA3,60210
sa3,60250,SA3,60250
sa3,60260,SA3,60260
sa3,60300,SA3,60300
sa3,60310,SA3,60310
sa3,60350,SA3,60350
sa3,60360,SA3,60360
sa3,60400,SA3,60400
sa3,60410,SA3,60410
sa3,60450,SA3,60450
sa3,60460,SA3,60460
sa3,60500,SA3,60500
sa3,60510,SA3,60510
sa3,60550,SA3,60550
